generator_type,name,available,bus,bus_number,active_power,reactive_power,rating,active_power_limits_min,active_power_limits_max,reactive_power_limits,base_power,prime_mover_type,fuel,operation_cost,ts_column_name,status,ramp_limits,time_limits,must_run,time_at_status,power_factor,lat,lon,plant_name,ext_id
Wind,generator-276603-6463022467,true,SUBLETTE C_276603,276603,4.511,0.0,26.0,0.0,26.0,"min=0.0, max=0.0",27.3,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-276603-6463022467,,,,,,1.0,41.84,-89.48,,W1
Wind,generator-274861-1070023781,true,TOP CROP ;1U_274861,274861,18.374,-3.7810000000000006,106.07204872632565,0.0,106.07204872632565,"min=-6.039, max=6.039",117.5,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274861-1070023781,,,,,,1.0,41.3,-88.27,Top Crop Wind Farm,W1
Wind,generator-348617-5098002011,true,1J844 G1_348617,348617,12.201,-6.628000000000001,75.79247983804197,0.0,75.79247983804197,"min=-18.5, max=18.5",74.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348617-5098002011,,,,,,1.0,40.97,-90.33,,W1
Solar,generator-348309-414763429,true,J815G2_348309,348309,62.5,-3.9580000000000006,138.5980407509428,0.0,138.5980407509428,"min=-59.870000000000005, max=59.870000000000005",138.6,PVe,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348309-414763429,,,,,,1.0,39.58,-89.58,,S2
Solar,generator-348072-1972284273,true,1J811GEN_348072,348072,49.5,-34.432,110.24177973889935,0.0,110.24177973889935,"min=-48.5, max=48.5",99.0,PVe,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348072-1972284273,,,,,,1.0,39.19,-89.02,,S
Wind,generator-274887-3775247311,true,PILOT HIL;1U_274887,274887,30.362,0.0,175.0,0.0,175.0,"min=0.0, max=0.0",204.97,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274887-3775247311,,,,,,1.0,41.02,-88.02,,W1
Wind,generator-347528-1285658750,true,1J757LINCG1_347528,347528,25.198999999999998,-62.461,168.66662503293296,0.0,168.66662503293296,"min=-73.52, max=73.52",171.6,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-347528-1285658750,,,,,,1.0,39.82,-90.57,,WF
Wind,generator-276158-8083512028,true,O29 C2_276158,276158,114.99999999999999,-7.012999999999999,119.84594371525469,0.0,119.84594371525469,"min=-33.73499999999999, max=33.73499999999999",115.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-276158-8083512028,,,,,,1.0,41.6,-89.62,,W2
Wind,generator-274847-7098203476,true,GR RIDGE ;BU_274847,274847,27.759999999999998,-9.124,160.25993690252096,0.0,160.25993690252096,"min=-9.124, max=9.124",171.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274847-7098203476,,,,,,1.0,41.25,-88.68,Grand Ridge Wind Energy Center,W1
Wind,generator-348194-9781905232,true,1G931STTLRG2_348194,348194,5.55,10.857,83.54639429682169,0.0,83.54639429682169,"min=-36.4, max=36.4",83.66,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348194-9781905232,,,,,,1.0,40.72,-87.58,Settlers Trail Wind Farm LLC,WF
Wind,generator-348736-6705685998,true,1J826 WF_348736,348736,16.6,6.086,103.07764064044152,0.0,103.07764064044152,"min=-25.0, max=25.0",115.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348736-6705685998,,,,,,1.0,40.22,-88.55,,W1
Solar,generator-347689-322079762,true,1J859_347689,347689,74.97,-15.625999999999998,160.02129108340554,0.0,160.02129108340554,"min=-55.9, max=55.9",160.0,PVe,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-347689-322079762,,,,,,1.0,40.09,-90.45,,S
Wind,generator-274863-9455261628,true,CAYUGA RI;1U_274863,274863,26.025,0.0,150.0,0.0,150.0,"min=0.0, max=0.0",158.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274863-9455261628,,,,,,1.0,40.96,-88.45,Streator Cayuga Ridge South,W1
Wind,generator-276157-4749234224,true,O29 C1_276157,276157,110.0,-8.012,114.09020827836191,0.0,114.09020827836191,"min=-30.275, max=30.275",110.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-276157-4749234224,,,,,,1.0,41.6,-89.62,,W1
Wind,generator-347240-7395121633,true,1H094HOOPWD_347240,347240,9.7,-6.827,109.97004699462488,0.0,109.97004699462488,"min=-28.566999999999997, max=49.894",109.57,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-347240-7395121633,,,,,,1.0,40.47,-87.7,Hoopeston Wind Farm,WF
Wind,generator-349196-9680558472,true,1H100CALF G1_349196,349196,0.42,0.36300000000000004,125.26471969393458,0.0,125.26471969393458,"min=-53.00000000000001, max=53.00000000000001",130.0,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-349196-9680558472,,,,,,1.0,40.23,-87.61,California Ridge Wind Energy LLC,WF
Wind,generator-276615-1105795817,true,W2-048 GEN_276615,276615,11.278000000000002,-9.644000000000002,68.43215618406307,0.0,68.43215618406307,"min=-21.400000000000002, max=21.400000000000002",68.432,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-276615-1105795817,,,,,,1.0,39.85,-89.34,,W1
Wind,generator-348979-8866469703,true,1G545BISHOPG_348979,348979,24.369999999999997,-6.317000000000001,132.6262447971743,0.0,132.6262447971743,"min=-11.803, max=11.803",146.78,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348979-8866469703,,,,,,1.0,41.15,-90.22,,WF
Wind,generator-347531-8863903116,true,1J757LINCG2_347531,347531,25.198999999999998,-62.461,168.66662503293296,0.0,168.66662503293296,"min=-73.52, max=73.52",171.6,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-347531-8863903116,,,,,,1.0,39.82,-90.57,,WF
Solar,generator-348308-4809575517,true,J815G1_348308,348308,62.5,-3.9580000000000006,139.10086493260926,0.0,139.10086493260926,"min=-61.025, max=61.025",140.0,PVe,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-348308-4809575517,,,,,,1.0,39.58,-89.58,,S1
Wind,generator-274854-2979355958,true,TWINGROVE;U2_274854,274854,36.435,0.0,210.0,0.0,210.0,"min=0.0, max=0.0",211.06,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274854-2979355958,,,,,,1.0,40.45862,-88.70124,High Trail Wind Farm LLC,W2
Wind,generator-274880-84107841,true,RADFORD R;1U_274880,274880,60.899,-59.101,362.1791050019313,0.0,362.1791050019313,"min=-89.29, max=89.29",386.1,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274880-84107841,,,,,,1.0,40.01058,-89.04699,,W1
Wind,generator-274857-7359252959,true,BIG SKY  ;U1_274857,274857,20.768,0.0,119.70000000000002,0.0,119.70000000000002,"min=0.0, max=0.0",129.73,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274857-7359252959,,,,,,1.0,41.82769813861523,-89.40725972495419,Big Sky Wind LLC,W1
Wind,generator-274871-5704218644,true,GR RIDGE ;2U_274871,274871,24.706000000000003,-24.0,143.66196434686532,0.0,143.66196434686532,"min=-24.0, max=19.0",156.64,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274871-5704218644,,,,,,1.0,41.25,-88.68,Grand Ridge Wind Energy Center,W2
Wind,generator-347497-8454961928,true,1J456 WF_347497,347497,3.1600000000000006,1.8050000000000002,33.60004339282912,0.0,33.60004339282912,"min=-14.646000000000003, max=14.646000000000003",33.6,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-347497-8454961928,,,,,,1.0,40.55,-90.78,,W1
Wind,generator-349666-5107801426,true,1J1055 GEN_349666,349666,30.693000000000005,9.694,201.45672091047246,0.0,201.45672091047246,"min=-56.459, max=79.98",184.9,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-349666-5107801426,,,,,,1.0,40.2,-89.72,,WF
Wind,generator-274879-819602365,true,MINONK   ;1U_274879,274879,34.7,0.0,200.0,0.0,200.0,"min=0.0, max=0.0",210.4,WT,Renewable,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",generator-274879-819602365,,,,,,1.0,40.88946278,-88.99542184,Minonk Wind Farm,W1
ThermalStandard,generator-272364-7559403999,true,ESS H440-1;_272364,272364,22.0,0.0,22.0,0.0,22.0,"min=0.0, max=0.0",24.2,OT,OTHER,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(102.65143995290887, [0.0, 22.0], [10.129517763303536]), UnitSystem.NATURAL_UNITS = 2, 14.47, LinearCurve(0.0, 0.0), LinearCurve(0.0, 0.0)), 0.0, 1738.0, 0.0)",NO_TS,true,"up=0.045454545454545456, down=0.045454545454545456","up=6.0, down=8.0",false,10000.0,,41.82785030499999,-88.75468019399996,,1
ThermalStandard,generator-351035-1903250102,true,JOPPAG45_351035,351035,34.99999999999999,1.304,47.16990566028302,29.999999999999996,40.0,"min=0.0, max=25.0",43.5,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(79.11, [0.0, 40.0], [7.873]), UnitSystem.NATURAL_UNITS = 2, 2.152, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 2760.0, 0.0)",NO_TS,true,"up=128.0, down=128.0","up=0.0, down=0.0",false,10000.0,,37.21,-88.86,MEPI GT Facility,4
ThermalStandard,generator-345504-8246398586,true,1PNKY 4_345504,345504,44.0,-9.223999999999998,49.060065226210206,23.0,44.0,"min=-26.0, max=21.7",71.2,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(96.31, [0.0, 44.0], [7.396]), UnitSystem.NATURAL_UNITS = 2, 4.369, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 3036.0, 0.0)",NO_TS,true,"up=154.88, down=154.88","up=0.0, down=0.0",false,10000.0,,38.11,-89.35,Pinckneyville,4
ThermalStandard,generator-345882-3766282971,true,1VENICE3_345882,345882,165.0,52.52300000000001,189.65231345807513,125.99999999999999,167.99999999999997,"min=-30.0, max=87.99999999999999",225.0,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(342.75, [0.0, 167.99999999999997], [7.849]), UnitSystem.NATURAL_UNITS = 2, 4.33, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 11592.0, 0.0)",NO_TS,true,"up=2257.9199999999996, down=2257.9199999999996","up=0.0, down=0.0",false,10000.0,,38.66,-90.18,Venice,3
ThermalStandard,generator-351031-4499047322,true,JOPPA G1_351031,351031,55.00000000000001,2.6070000000000007,59.615434243155526,29.999999999999996,55.00000000000001,"min=0.0, max=23.0",65.889,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(0.0, [0.0, 55.00000000000001], [13.394]), UnitSystem.NATURAL_UNITS = 2, 2.152, LinearCurve(0.0, 0.0), LinearCurve(0.0, 0.0)), 0.0, 4345.000000000001, 0.0)",NO_TS,true,"up=242.00000000000003, down=242.00000000000003","up=0.0, down=0.0",false,10000.0,,37.21,-88.86,MEPI GT Facility,1
ThermalStandard,generator-274773-948702918,false,LINCOLN  ;4U_274773,274773,0.0,0.0,88.98404351342998,0.0,77.0,"min=-19.0, max=44.599999999999994",101.8,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(210.95, [0.0, 77.0], [9.358]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 5375.1, 0.0)",NO_TS,false,"up=479.86400000000003, down=479.86400000000003","up=0.0, down=0.0",false,10000.0,,41.39,-87.94,Lincoln Generating Facility,4
ThermalStandard,generator-347824-4910374236,true,1SHELBYCO_U3_347824,347824,44.0,0.522,46.17358552246078,30.0,44.0,"min=-22.0, max=14.000000000000002",71.2,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(29.67, [0.0, 44.0], [9.249]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 3036.0, 0.0)",NO_TS,true,"up=154.88, down=154.88","up=0.0, down=0.0",false,10000.0,,39.28,-88.48,Energy Shelby County,3
ThermalStandard,generator-274729-5134691709,true,ELWOOD EC;1P_274729,274729,150.0,36.667,154.4165434433759,110.00000000000001,150.0,"min=-7.000000000000002, max=36.667",195.3,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(1078.06, [0.0, 150.0], [4.112000000000001]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 10350.0, 0.0)",NO_TS,true,"up=1800.0, down=1800.0","up=0.0, down=0.0",false,10000.0,,41.44,-88.12,Elwood Energy LLC,1
ThermalStandard,generator-347819-4006049044,true,1SHELBYCO_U1_347819,347819,44.0,0.522,51.62363799656122,30.0,44.0,"min=-11.999999999999998, max=27.0",71.2,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(108.05, [0.0, 44.0], [7.97]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 3036.0, 0.0)",NO_TS,true,"up=154.88, down=154.88","up=0.0, down=0.0",false,10000.0,,39.28,-88.48,Energy Shelby County,1
ThermalStandard,generator-347168-5040985106,true,1GRTW   3_347168,347168,85.0,8.502,93.02601786597123,52.0,85.0,"min=-45.6, max=37.8",93.1,CC,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(0.0, [0.0, 85.0], [9.025]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.0, 0.0)), 0.0, 6715.0, 0.0)",NO_TS,true,"up=0.0456498388829216, down=0.0456498388829216","up=6.0, down=8.0",false,10000.0,,37.66,-89.51,Grand Tower Energy Center LLC,3
ThermalStandard,generator-274705-1335493176,true,KENDALL  ;1S_274705,274705,121.89999999999999,90.61399999999999,151.88978568685914,0.0,121.89999999999999,"min=-61.87099999999999, max=90.61399999999999",157.77,CC,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(0.0, [0.0, 121.89999999999999], [7.375]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.0, 0.0)), 0.0, 9630.099999999999, 0.0)",NO_TS,true,"up=0.03863218609368067, down=0.03863218609368067","up=6.0, down=8.0",false,10000.0,,41.48,-88.25,Kendall County Generation Facility,S1
ThermalStandard,generator-345994-5145687474,true,1RCEC G1_345994,345994,76.0,11.908,88.83692925805123,50.0,76.0,"min=-27.0, max=46.0",100.1,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(292.51, [0.0, 76.0], [7.632000000000001]), UnitSystem.NATURAL_UNITS = 2, 2.83, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 5175.0, 0.0)",NO_TS,true,"up=456.0, down=456.0","up=0.0, down=0.0",false,10000.0,,38.7,-88.54,Raccoon Creek Energy Center,1
ThermalStandard,generator-274826-7686498217,true,FISK     ;BP_274826,274826,1.3349999999999997,0.0,99.9,1.0,99.9,"min=0.0, max=0.0",133.0,OT,OTHER,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(102.65143995290887, [0.0, 99.9], [10.129517763303536]), UnitSystem.NATURAL_UNITS = 2, 14.47, LinearCurve(0.0, 0.0), LinearCurve(0.0, 0.0)), 0.0, 7892.1, 0.0)",NO_TS,true,"up=0.037556390977443614, down=0.037556390977443614","up=6.0, down=8.0",false,10000.0,,41.8472961105117,-87.6540606302945,,P
ThermalStandard,generator-274798-7616225115,true,UNIV PARK;1U_274798,274798,53.6,-7.595999999999999,58.42894044050432,25.0,53.6,"min=-11.0, max=23.259",69.294,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(96.9, [0.0, 53.6], [7.771000000000001]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 3450.0, 0.0)",NO_TS,true,"up=214.4, down=214.4","up=0.0, down=0.0",false,10000.0,,41.44212038,-87.75145265,University Park South,1
ThermalStandard,generator-345996-9771888284,true,1RCEC G3_345996,345996,76.0,11.908,88.83692925805123,50.0,76.0,"min=-27.0, max=46.0",100.1,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(236.43, [0.0, 73.0, 76.0], [8.883000000000001, 19.173999999999978]), UnitSystem.NATURAL_UNITS = 2, 2.83, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 5175.0, 0.0)",NO_TS,true,"up=456.0, down=456.0","up=0.0, down=0.0",false,10000.0,,38.7,-88.54,Raccoon Creek Energy Center,3
ThermalStandard,generator-274823-9267511514,false,ROCKFORD ;21_274823,274823,0.0,0.0,169.5228598154243,133.11,153.00000000000003,"min=-15.0, max=73.0",198.0,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(618.11, [0.0, 153.00000000000003], [6.992999999999999]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 10653.6, 0.0)",NO_TS,false,"up=1889.8560000000002, down=1889.8560000000002","up=0.0, down=0.0",false,10000.0,,42.23,-89.1,NRG Rockford I,21
ThermalStandard,generator-351022-3803636193,false,JOPPA #2_351022,351022,0.0,0.0,211.8041548223264,10.000000000000002,181.00000000000003,"min=0.0, max=110.00000000000001",176.47,CC,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(148.29, [0.0, 70.0, 177.0, 181.00000000000003], [8.938, 10.023, 12.765999999999986]), UnitSystem.NATURAL_UNITS = 2, 1.768, LinearCurve(0.0, 0.0), LinearCurve(2.8, 0.0)), 0.0, 23349.0, 0.0)",NO_TS,false,"up=655.2200000000001, down=655.2200000000001","up=24.0, down=12.0",false,10000.0,,37.21,-88.86,Joppa Steam,2
ThermalStandard,generator-347825-5702830685,true,1SHELBYCO_U4_347825,347825,44.0,0.522,47.16990566028302,30.0,44.0,"min=-10.0, max=17.0",71.2,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(124.1, [0.0, 44.0], [5.957999999999998]), UnitSystem.NATURAL_UNITS = 2, 3.219, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 3036.0, 0.0)",NO_TS,true,"up=154.88, down=154.88","up=0.0, down=0.0",false,10000.0,,39.28,-88.48,Energy Shelby County,4
ThermalStandard,generator-349994-1354396552,true,1ALSEY G3-G4_349994,349994,16.1,0.4930000000000001,22.07306050369998,2.0,16.1,"min=-4.9, max=15.1",24.0,CT,NATURAL_GAS,"ThermalGenerationCost(FuelCurve{PiecewiseIncrementalCurve}(PiecewiseIncrementalCurve(139.06, [0.0, 16.1], [1.7150000000000003]), UnitSystem.NATURAL_UNITS = 2, 2.83, LinearCurve(0.0, 0.0), LinearCurve(0.6, 0.0)), 0.0, 1242.0, 0.0)",NO_TS,true,"up=23.184, down=23.184","up=0.0, down=0.0",false,10000.0,,39.59,-90.43,Alsey,3
