p80,p81,p82,p83
18381.053,2106.3157,715.7895,482.10526
18090.525,2072.6316,704.2105,474.73685
17968.422,2058.9473,700,471.57895
17944.21,2055.7896,698.9474,470.5263
18121.053,2075.7896,706.3158,475.78946
19020,2178.9473,741.0526,498.94736
19385.264,2221.0527,754.7368,508.42105
19400,2223.158,755.7895,509.4737
19121.053,2190.5264,745.2632,502.10526
18518.947,2122.1052,721.0526,486.3158
17547.37,2010.5264,683.1579,461.05264
16504.21,1891.579,643.1579,433.6842
15786.315,1808.421,614.7368,414.73685
15362.105,1760,597.8947,403.1579
15195.789,1741.0526,591.5789,398.94736
15223.158,1744.2106,592.6316,400
15466.315,1772.6316,602.1053,406.3158
16253.685,1862.1052,633.6842,426.3158
17643.158,2021.0526,687.3684,463.1579
18600,2131.5789,724.2105,488.42105
19023.158,2180,741.0526,498.94736
18927.37,2168.4211,736.8421,496.8421
18780,2151.5789,731.5789,492.6316
18636.842,2135.7896,726.3158,489.4737
18281.053,2094.7368,712.6316,480
18029.475,2065.2632,702.1053,473.6842
17761.053,2034.7368,691.5789,466.3158
17553.684,2011.579,684.2105,461.05264
17787.37,2037.8948,692.6316,466.3158
18647.37,2135.7896,726.3158,489.4737
19178.947,2196.842,747.3684,503.1579
19294.736,2210.5264,751.5789,506.3158
19073.684,2185.2632,743.1579,501.05264
18693.684,2142.1052,728.4211,490.5263
17792.63,2038.9474,692.6316,467.3684
16923.158,1938.9474,658.9474,444.21054
16269.474,1864.2106,633.6842,427.3684
15672.632,1795.7894,610.5263,411.57895
15356.842,1760,597.8947,403.1579
15178.947,1738.9474,591.5789,397.89474
15272.632,1749.4736,594.7368,401.05264
15540,1780,605.2632,407.3684
16015.789,1834.7368,624.2105,420
16386.316,1876.8422,637.8947,430.5263
16778.947,1922.1052,653.6842,440
16881.053,1933.6842,657.8947,443.1579
16697.895,1913.6842,650.5263,437.89474
16355.789,1873.6842,636.8421,429.4737
15931.579,1825.2632,621.0526,417.89474
15406.315,1765.2632,600,404.21054
15042.105,1723.1578,586.3158,394.73685
14807.368,1696.8422,576.8421,388.42105
14931.579,1710.5264,582.1053,391.57895
15893.685,1821.0526,618.9474,416.8421
16464.21,1886.3158,641.0526,432.6316
16554.736,1896.8422,645.2632,434.73685
16278.947,1865.2632,633.6842,427.3684
15850.526,1815.7894,617.8947,415.78946
15226.315,1744.2106,592.6316,400
14345.263,1644.2106,558.9474,376.8421
13706.315,1570.5264,533.6842,360
13226.315,1515.7894,514.7368,347.3684
12914.737,1480,503.1579,338.94736
12804.211,1467.3684,498.94736,335.78946
12783.158,1465.2632,497.89474,335.78946
12951.579,1484.2106,504.21054,340
13270.526,1521.0526,516.8421,348.42105
13487.368,1545.2632,525.2632,353.6842
13874.737,1589.4736,540,364.21054
14171.579,1624.2106,551.5789,371.57895
14326.315,1641.0526,557.8947,375.78946
14282.105,1636.8422,556.8421,374.73685
14171.579,1624.2106,551.5789,371.57895
14142.105,1620,550.5263,371.57895
14095.789,1614.7368,549.4737,369.4737
14040,1608.421,547.3684,368.42105
14351.579,1644.2106,558.9474,376.8421
15201.053,1741.0526,592.6316,398.94736
15788.421,1808.421,614.7368,414.73685
15805.263,1810.5264,615.7895,414.73685
15704.211,1798.9474,611.5789,412.6316
15415.789,1766.3158,600,404.21054
14897.895,1707.3684,580,390.5263
14251.579,1632.6316,554.7368,373.6842
13771.579,1577.8948,536.8421,361.05264
13564.211,1554.7368,528.4211,355.78946
13466.315,1543.1578,524.2105,353.6842
13590.526,1556.8422,529.4737,356.8421
13862.105,1588.421,540,364.21054
14871.579,1704.2106,578.9474,390.5263
16371.579,1875.7894,637.8947,429.4737
17494.736,2004.2106,681.0526,458.94736
17814.736,2041.0526,693.6842,467.3684
17765.264,2035.7894,691.5789,466.3158
17675.79,2025.2632,688.4211,464.21054
17463.158,2001.0526,680,457.89474
17296.842,1982.1052,673.6842,453.6842
17218.947,1972.6316,670.5263,451.57895
17031.578,1951.579,663.1579,447.3684
16997.895,1947.3684,662.1053,446.3158
17126.316,1962.1052,667.3684,449.4737
18186.316,2083.158,708.4211,476.8421
18745.264,2147.3684,730.5263,491.57895
18957.895,2172.6316,738.9474,497.89474
18691.578,2142.1052,728.4211,490.5263
18162.105,2081.0527,707.3684,476.8421
17200,1970.5264,670.5263,451.57895
16205.263,1856.8422,631.5789,425.26315
15514.737,1777.8948,604.2105,407.3684
15292.632,1752.6316,595.7895,401.05264
15164.211,1737.8948,590.5263,397.89474
15221.053,1744.2106,592.6316,400
15652.632,1793.6842,609.4737,410.5263
16577.895,1898.9474,645.2632,434.73685
18189.475,2084.2104,708.4211,477.89474
19304.21,2211.5789,751.5789,506.3158
19773.684,2265.2632,770.5263,518.9474
19622.105,2248.4211,764.2105,514.7368
19450.525,2228.4211,757.8947,510.5263
19235.79,2204.2104,749.4737,505.26315
19122.105,2191.5789,745.2632,502.10526
18978.947,2174.7368,738.9474,497.89474
18757.895,2149.4736,730.5263,492.6316
18672.63,2138.9473,727.3684,490.5263
18849.475,2160,734.7368,494.73685
19725.264,2260,768.4211,517.8947
20307.37,2326.3157,790.5263,532.6316
20362.105,2332.6316,793.6842,534.7368
20128.422,2306.3157,784.2105,528.4211
19478.947,2231.5789,758.9474,511.57895
18457.895,2114.7368,718.9474,484.21054
17518.947,2007.3684,682.1053,460
16754.736,1920,652.6316,440
16337.895,1872.6316,636.8421,428.42105
16224.211,1858.9474,631.5789,426.3158
16360,1874.7368,636.8421,429.4737
16571.578,1898.9474,645.2632,434.73685
17416.842,1995.7894,678.9474,456.8421
18849.475,2160,734.7368,494.73685
19962.105,2287.3684,777.8947,524.2105
20298.947,2326.3157,790.5263,532.6316
20155.79,2309.4736,785.2632,529.4737
19916.842,2282.1052,775.7895,523.1579
19601.053,2246.3157,763.1579,514.7368
19225.264,2203.158,748.4211,504.21054
18856.842,2161.0527,734.7368,494.73685
18621.053,2133.6843,725.2632,488.42105
18321.053,2098.9473,713.6842,481.05264
18494.736,2118.9473,720,485.26315
19354.736,2217.8948,753.6842,508.42105
20022.105,2293.6843,780,525.2632
20309.475,2327.3684,791.5789,532.6316
20104.21,2303.158,783.1579,527.3684
19610.525,2247.3684,764.2105,514.7368
18645.264,2136.842,726.3158,489.4737
17609.475,2017.8948,686.3158,462.10526
17087.37,1957.8948,665.2632,448.42105
16688.422,1912.6316,650.5263,437.89474
16473.684,1887.3684,642.1053,432.6316
16405.264,1880,638.9474,430.5263
16626.316,1905.2632,647.3684,436.8421
17356.842,1988.421,675.7895,455.78946
18810.525,2154.7368,732.6316,493.6842
19686.316,2255.7896,767.3684,516.8421
19963.158,2287.3684,777.8947,524.2105
19673.684,2253.6843,766.3158,516.8421
19332.63,2214.7368,752.6316,507.3684
18894.736,2165.2632,735.7895,495.78946
18578.947,2128.4211,724.2105,487.3684
18241.053,2089.4736,710.5263,478.94736
17861.053,2046.3158,695.7895,468.42105
17654.736,2023.1578,687.3684,463.1579
17693.684,2027.3684,689.4737,464.21054
18388.422,2106.3157,716.8421,482.10526
18867.37,2161.0527,734.7368,494.73685
19042.105,2182.1052,742.1053,500
18648.422,2136.842,726.3158,489.4737
18013.684,2064.2104,702.1053,472.6316
17071.578,1955.7894,665.2632,448.42105
16033.685,1836.8422,624.2105,421.05264
15434.737,1768.421,601.0526,405.26315
14966.315,1714.7368,583.1579,392.6316
14763.158,1691.579,574.7368,387.3684
14695.789,1684.2106,572.6316,385.26315
15003.158,1718.9474,584.2105,393.6842
15694.737,1797.8948,611.5789,411.57895
17082.105,1956.8422,665.2632,448.42105
17991.578,2061.0527,701.0526,472.6316
18203.158,2085.2632,709.4737,477.89474
17925.264,2053.6843,697.8947,470.5263
17474.736,2002.1052,681.0526,458.94736
17028.422,1950.5264,663.1579,447.3684
16656.842,1908.421,648.4211,436.8421
16334.737,1871.579,635.7895,428.42105
15993.685,1832.6316,623.1579,420
15664.211,1794.7368,610.5263,411.57895
15765.263,1806.3158,613.6842,413.6842
16385.264,1876.8422,637.8947,430.5263
16797.895,1924.2106,654.7368,441.05264
16908.422,1936.8422,658.9474,444.21054
16525.264,1893.6842,644.2105,433.6842
16032.632,1836.8422,624.2105,421.05264
15157.895,1736.8422,590.5263,397.89474
14241.053,1631.579,554.7368,373.6842
13318.947,1526.3158,518.9474,349.4737
12686.315,1453.6842,493.6842,332.6316
12309.474,1410.5264,480,323.1579
12222.105,1400,475.78946,321.05264
12180,1395.7894,474.73685,320
12383.158,1418.9474,482.10526,325.26315
12863.158,1473.6842,501.05264,337.89474
13154.737,1507.3684,512.6316,345.26315
13494.737,1546.3158,525.2632,353.6842
13780,1578.9474,536.8421,362.10526
13901.053,1592.6316,541.0526,365.26315
13828.421,1584.2106,538.9474,363.1579
13629.474,1562.1052,530.5263,357.89474
13313.685,1525.2632,518.9474,349.4737
13150.526,1507.3684,512.6316,345.26315
13017.895,1491.579,507.3684,342.10526
13145.263,1506.3158,511.57895,345.26315
13862.105,1588.421,540,364.21054
14412.632,1651.579,561.0526,377.89474
14545.263,1666.3158,566.3158,382.10526
14346.315,1644.2106,558.9474,376.8421
14043.158,1609.4736,547.3684,368.42105
13497.895,1546.3158,526.3158,354.73685
12880,1475.7894,502.10526,337.89474
12311.579,1410.5264,480,323.1579
12007.368,1375.7894,467.3684,314.73685
11685.263,1338.9474,454.73685,306.3158
11551.579,1324.2106,449.4737,303.1579
11646.315,1334.7368,453.6842,305.26315
11815.789,1353.6842,460,310.5263
12186.315,1396.8422,474.73685,320
12532.632,1435.7894,488.42105,328.42105
13049.474,1495.7894,508.42105,342.10526
13308.421,1525.2632,518.9474,349.4737
13486.315,1545.2632,525.2632,353.6842
13394.737,1534.7368,522.1053,351.57895
13395.789,1534.7368,522.1053,351.57895
13266.315,1520,516.8421,348.42105
13092.632,1500,510.5263,343.1579
13067.368,1497.8948,509.4737,343.1579
13416.842,1536.8422,523.1579,352.6316
14428.421,1652.6316,562.1053,378.94736
15150.526,1735.7894,590.5263,397.89474
15467.368,1772.6316,602.1053,406.3158
15340,1757.8948,597.8947,402.10526
14898.947,1707.3684,580,390.5263
14253.685,1633.6842,554.7368,373.6842
13529.474,1550.5264,527.3684,354.73685
13074.737,1497.8948,509.4737,343.1579
12861.053,1473.6842,501.05264,337.89474
12688.421,1453.6842,494.73685,332.6316
12703.158,1455.7894,494.73685,333.6842
13007.368,1490.5264,506.3158,341.05264
13886.315,1590.5264,541.0526,364.21054
15401.053,1764.2106,600,404.21054
16567.37,1897.8948,645.2632,434.73685
16910.525,1937.8948,658.9474,444.21054
16952.63,1942.1052,660,445.26315
16863.158,1932.6316,656.8421,442.10526
16610.525,1903.1578,647.3684,435.78946
16275.789,1865.2632,633.6842,427.3684
16036.842,1837.8948,624.2105,421.05264
15736.842,1803.1578,612.6316,412.6316
15454.737,1770.5264,602.1053,405.26315
15438.947,1769.4736,601.0526,405.26315
16190.526,1854.7368,630.5263,425.26315
16585.264,1900,646.3158,435.78946
16667.37,1909.4736,649.4737,437.89474
16275.789,1865.2632,633.6842,427.3684
15574.737,1784.2106,606.3158,408.42105
14443.158,1654.7368,562.1053,378.94736
13290.526,1523.1578,517.8947,348.42105
12533.685,1436.8422,488.42105,329.4737
11969.474,1371.579,466.3158,313.6842
11743.158,1345.2632,457.89474,308.42105
11666.315,1336.8422,454.73685,306.3158
11869.474,1360,462.10526,311.57895
12598.947,1443.1578,490.5263,330.5263
14054.737,1610.5264,547.3684,368.42105
15062.105,1726.3158,586.3158,395.78946
15408.421,1765.2632,600,404.21054
15480,1773.6842,603.1579,406.3158
15543.158,1781.0526,605.2632,408.42105
15467.368,1772.6316,602.1053,406.3158
15271.579,1749.4736,594.7368,401.05264
15213.685,1743.1578,592.6316,398.94736
14998.947,1718.9474,584.2105,393.6842
14831.579,1698.9474,577.8947,389.4737
14810.526,1696.8422,576.8421,388.42105
15357.895,1760,597.8947,403.1579
15929.474,1825.2632,620,417.89474
16077.895,1842.1052,626.3158,422.10526
15673.685,1795.7894,610.5263,411.57895
15055.789,1725.2632,586.3158,394.73685
14072.632,1612.6316,548.4211,369.4737
13044.211,1494.7368,508.42105,342.10526
12226.315,1401.0526,475.78946,321.05264
11798.947,1352.6316,460,309.4737
11568.421,1325.2632,450.5263,303.1579
11474.737,1314.7368,447.3684,301.05264
11668.421,1336.8422,454.73685,306.3158
12409.474,1422.1052,483.1579,325.26315
13921.053,1594.7368,542.1053,365.26315
15086.315,1728.421,587.3684,395.78946
15700,1798.9474,611.5789,411.57895
15850.526,1815.7894,617.8947,415.78946
15944.211,1827.3684,621.0526,418.94736
15973.685,1830.5264,622.1053,418.94736
16017.895,1835.7894,624.2105,420
16180,1853.6842,630.5263,424.21054
16152.632,1850.5264,629.4737,424.21054
16207.368,1856.8422,631.5789,425.26315
16510.525,1891.579,643.1579,433.6842
16952.63,1942.1052,660,445.26315
17200,1970.5264,670.5263,451.57895
17213.684,1972.6316,670.5263,451.57895
16870.525,1932.6316,656.8421,443.1579
16309.474,1868.421,635.7895,428.42105
15298.947,1752.6316,595.7895,401.05264
14283.158,1636.8422,556.8421,374.73685
13517.895,1549.4736,526.3158,354.73685
13112.632,1502.1052,510.5263,344.21054
12849.474,1472.6316,501.05264,336.8421
12896.842,1477.8948,502.10526,338.94736
13092.632,1500,510.5263,343.1579
13938.947,1596.8422,543.1579,366.3158
15344.211,1757.8948,597.8947,403.1579
16368.421,1875.7894,637.8947,429.4737
16752.63,1920,652.6316,440
16757.895,1920,652.6316,440
16704.21,1913.6842,650.5263,437.89474
16593.684,1901.0526,646.3158,435.78946
16469.475,1887.3684,641.0526,432.6316
16351.579,1873.6842,636.8421,429.4737
16203.158,1856.8422,631.5789,425.26315
15998.947,1832.6316,623.1579,420
15885.263,1820,618.9474,416.8421
16416.842,1881.0526,640,430.5263
16907.37,1936.8422,658.9474,444.21054
17052.63,1953.6842,664.2105,447.3684
16806.316,1925.2632,654.7368,441.05264
16261.053,1863.1578,633.6842,426.3158
15348.421,1758.9474,597.8947,403.1579
14392.632,1649.4736,561.0526,377.89474
13660,1565.2632,532.6316,358.94736
13294.737,1523.1578,517.8947,348.42105
13026.315,1492.6316,507.3684,342.10526
13062.105,1496.8422,508.42105,343.1579
13288.421,1523.1578,517.8947,348.42105
14040,1608.421,547.3684,368.42105
15425.263,1767.3684,601.0526,405.26315
16407.37,1880,638.9474,430.5263
16808.422,1926.3158,654.7368,441.05264
16633.684,1906.3158,648.4211,436.8421
16578.947,1900,646.3158,434.73685
16378.947,1876.8422,637.8947,429.4737
16103.158,1845.2632,627.3684,423.1579
15927.368,1825.2632,620,417.89474
15637.895,1791.579,609.4737,410.5263
15541.053,1781.0526,605.2632,407.3684
15684.211,1796.8422,610.5263,411.57895
16355.789,1873.6842,636.8421,429.4737
16656.842,1908.421,648.4211,436.8421
16723.158,1915.7894,651.5789,438.94736
16471.578,1887.3684,642.1053,432.6316
15984.211,1831.579,623.1579,420
15315.789,1754.7368,596.8421,402.10526
14392.632,1649.4736,561.0526,377.89474
13585.263,1556.8422,529.4737,356.8421
13122.105,1503.1578,511.57895,344.21054
12882.105,1475.7894,502.10526,337.89474
12652.632,1449.4736,492.6316,331.57895
12717.895,1456.8422,495.78946,333.6842
13004.211,1490.5264,506.3158,341.05264
13517.895,1548.421,526.3158,354.73685
13909.474,1593.6842,542.1053,365.26315
14516.842,1663.1578,565.2632,381.05264
15003.158,1718.9474,584.2105,393.6842
15087.368,1729.4736,587.3684,395.78946
15075.789,1727.3684,587.3684,395.78946
14868.421,1704.2106,578.9474,390.5263
14749.474,1690.5264,574.7368,387.3684
14566.315,1669.4736,567.3684,382.10526
14363.158,1646.3158,560,376.8421
14527.368,1664.2106,566.3158,381.05264
15146.315,1735.7894,590.5263,397.89474
15809.474,1811.579,615.7895,414.73685
15966.315,1829.4736,622.1053,418.94736
15789.474,1809.4736,614.7368,414.73685
15494.737,1775.7894,603.1579,406.3158
14955.789,1713.6842,582.1053,392.6316
14242.105,1631.579,554.7368,373.6842
13778.947,1578.9474,536.8421,362.10526
13385.263,1533.6842,521.0526,351.57895
13176.842,1509.4736,513.6842,346.3158
13080,1498.9474,509.4737,343.1579
13169.474,1509.4736,512.6316,345.26315
13345.263,1529.4736,520,350.5263
13801.053,1581.0526,537.8947,362.10526
13913.685,1594.7368,542.1053,365.26315
14226.315,1630.5264,553.6842,373.6842
14529.474,1665.2632,566.3158,381.05264
14601.053,1673.6842,568.4211,383.1579
14525.263,1664.2106,566.3158,381.05264
14375.789,1647.3684,560,376.8421
14282.105,1636.8422,556.8421,374.73685
14124.211,1618.9474,550.5263,370.5263
14175.789,1624.2106,552.6316,371.57895
14421.053,1652.6316,562.1053,378.94736
15264.211,1748.421,594.7368,401.05264
16017.895,1834.7368,624.2105,420
16352.632,1873.6842,636.8421,429.4737
16100,1845.2632,627.3684,422.10526
15802.105,1810.5264,615.7895,414.73685
15110.526,1731.579,588.4211,396.8421
14515.789,1663.1578,565.2632,381.05264
14055.789,1610.5264,547.3684,368.42105
13895.789,1592.6316,541.0526,364.21054
13760,1576.8422,535.7895,361.05264
13860,1588.421,540,364.21054
14203.158,1627.3684,553.6842,372.6316
14991.579,1717.8948,584.2105,393.6842
16162.105,1851.579,629.4737,424.21054
17022.105,1950.5264,663.1579,446.3158
17443.158,1998.9474,678.9474,457.89474
17448.422,1998.9474,680,457.89474
17396.842,1993.6842,677.8947,456.8421
17105.264,1960,666.3158,448.42105
16918.947,1938.9474,658.9474,444.21054
16627.37,1905.2632,647.3684,436.8421
16284.211,1866.3158,634.7368,427.3684
16015.789,1834.7368,624.2105,420
15971.579,1829.4736,622.1053,418.94736
16705.264,1913.6842,650.5263,438.94736
17489.475,2004.2106,681.0526,458.94736
17789.475,2037.8948,692.6316,467.3684
17601.053,2016.8422,685.2632,462.10526
17054.736,1954.7368,664.2105,447.3684
16030.526,1836.8422,624.2105,421.05264
15034.737,1723.1578,585.2632,394.73685
14400,1650.5264,561.0526,377.89474
13978.947,1602.1052,544.2105,367.3684
13761.053,1576.8422,535.7895,361.05264
13803.158,1582.1052,537.8947,362.10526
14026.315,1607.3684,546.3158,368.42105
14837.895,1700,577.8947,389.4737
16268.421,1864.2106,633.6842,427.3684
17313.684,1984.2106,674.7368,454.73685
17642.105,2021.0526,687.3684,463.1579
17538.947,2009.4736,683.1579,460
17303.158,1983.1578,673.6842,453.6842
17084.21,1957.8948,665.2632,448.42105
16903.158,1936.8422,658.9474,443.1579
16653.684,1908.421,648.4211,436.8421
16456.842,1885.2632,641.0526,431.57895
16408.422,1880,638.9474,430.5263
16691.578,1912.6316,650.5263,437.89474
17412.63,1994.7368,677.8947,456.8421
17764.21,2035.7894,691.5789,466.3158
17823.158,2042.1052,694.7368,467.3684
17481.053,2003.1578,681.0526,458.94736
16665.264,1909.4736,649.4737,437.89474
15585.263,1786.3158,607.3684,409.4737
14469.474,1657.8948,563.1579,380
13704.211,1570.5264,533.6842,360
13204.211,1512.6316,514.7368,346.3158
12917.895,1480,503.1579,338.94736
12810.526,1468.421,498.94736,335.78946
13024.211,1492.6316,507.3684,342.10526
13765.263,1576.8422,535.7895,361.05264
15149.474,1735.7894,590.5263,397.89474
16344.211,1872.6316,636.8421,429.4737
16715.79,1915.7894,651.5789,438.94736
16838.947,1929.4736,655.7895,442.10526
16923.158,1938.9474,658.9474,444.21054
16900,1936.8422,657.8947,443.1579
16812.63,1926.3158,654.7368,441.05264
16868.422,1932.6316,656.8421,443.1579
16726.316,1916.8422,651.5789,438.94736
16767.37,1921.0526,652.6316,440
16861.053,1931.579,656.8421,442.10526
17397.895,1993.6842,677.8947,456.8421
17972.63,2058.9473,700,471.57895
18082.105,2071.5789,704.2105,474.73685
17826.316,2042.1052,694.7368,467.3684
